ID,EMOTION,SITUATION
221022,fear,A friend and I were going to have a study session together in  which we quiz ourselves in biology material. Because I believed I  didn't study enough. I feared I would fail.
221022,anger,I live with my sister now and sometimes she angers me especially  when she thinks I don't keep the apt. clean enough.
221022,sadness,When I found out that I could not go to the concert (after buying  the tickets) because of a biology test which occurred the morning  after.
221022,disgust,"Right now I volunteer at a hospital. Yesterday, Halloween, I  dressed up as a doctor and went to work. The volunteer  coordinator told me after my shift that it was dangerous to have  done what I did."
221022,shame,When I get an exam back with a grade that I did not desire. Then  I get mad at myself and say that I could have done better.
221022,guilt,After days or weekends where I did not accomplish the amount of  sudying that I wanted to because of more pleasant activities  which come up.
221023,sadness,When I was a Sr. in HS. one of the class counselors died of  hepatitis. She was very sensitive. She knew my shyness and drew  me out to improve myself image. I missed her funeral - so I could  not publically grieve. My parents didn't understand.
221023,disgust,I applied for a job of GALSO counselor and I made the strongest  possible application but was denied an interview. I felt  disgusted at the system which by promoting the cause of  minorities makes employing whites lowest priority.
221023,shame,I was angry about 3 months ago and I kicked backwards against the  wall. It caved in and so I had to show it to my parents. I had  been angry after my mother said something to me about not being  able to find clothes in my size - something that I'm sensitive  about. (6' 5'' 210)
221023,guilt,When I lied last week. I lied to someone to get info. for a  paper I was writing. I told her that the info. was for a  newspaper article. I was afraid if I told the truth she wouldn't  help me.
221024,joy,Someone (a boy) paid special attention to me.
221024,fear,Getting back my Psych 140 midterm.
221024,anger,My roommate leaving my drawers in a mess after plowing thourgh  them looking for something.
221024,sadness,My friend who was in the Bago was kicked out of the sorority.
221024,disgust,A friend of mine had sex with someone of a different race on a  Winnebago trip down to USC in front of everyone (all my friends  embarrassed my sorority house name).
221024,shame,When I lied to my best friend about a boy she really liked but he  didn't like her. I told her he did and she bugged him for a long  time embarrassing herself.
221024,guilt,I'm allergic to most foods - eating something that I'm allergic  to caused guilt.
221025,joy,My last genetices midterm - a decent grade.
221025,fear,A certain night during initiation. 
221025,anger,When someone threw a firecracker into my room at 7:00 am in the  morning.
221025,sadness,A close friend of the family died.
221025,disgust,When other people refuse to do their house jobs and give the  work to someone else.
221025,shame,Not doing my share of the work for the house job.
221025,guilt,Forgetting a close friend's birthday.
221026,joy,I received an unexpected B+ on an engineering midterm. I did not  study nearly as much as I should have and it was a difficult  test.
221026,fear,I could not do the questions on my math midterm.
221026,anger,I was supposed to meet my girlfriend at a pre-arranged place but  it took me an hour to find her.
221026,sadness,"My grandmother died over the summer. I knew her very well, she  baked great biscuits. She was in the hospital but expected to  improve and go home soon. She died in her sleep."
221026,disgust,I saw part of a Prince video with him crawling out of a bath tub.
221026,shame,My grand father caught me eating his private jelly bean supply.
221026,guilt,I slammed my little brother into a wall because he was bothering  me.
221028,joy,Finding out my grades at the end of my freshman year.
221028,fear,When I was going to bring back my girlfriend to LA to meet my  parents.
221028,anger,When I found out that my good friend and roommate did not pay the  phone bill and electric bill like he promised and let me down.
221028,sadness,"When I found out that my girlfriend would not be coming back to  UCB for one semester, but would be living in San Jose."
221028,disgust,Finding out my grades at the end of my Sophomore year.
221028,shame,When I found out my roommate had been talking behind my back  about very personal things.
221028,guilt,When I was about 17 years old and I stole some pens from a  stationery store because I didn't have enough money.
221029,joy,Going to Chico to visit a friend.
221029,fear,First day back on the job.
221029,anger,When the person I'm having the affair with won't talk to me in  public.
221029,sadness,My roommate's sister committed suicide.
221029,disgust,When I was getting so fat.
221029,shame,Lying to my grandparents about visiting my boyfriend in Chico.
221029,guilt,Having an affair with my good friend's best friend. And every time  I see my best friend I feel guilt because we can't tell him.
221030,joy,When  fell in love with my present girlfriend.
221030,fear,When there was a bomb threat in Tolman Hall. This was the first  time that I felt my life could be in danger.
221030,anger,When people would tell me that my ex-girlfriend was playing  around on me.
221030,sadness,When my grandmother passed away.
221030,disgust,When I study my butt off for a midterm and still get an average  grade.
221030,shame,"When I was 10, I got busted for stealing a candy-bar."
221030,guilt,When I copy someone else's problem set.
221031,joy,I got a very good grade on one of my midterms a few weeks ago.
221031,fear,My mom called early in the morning (On a Monday) and I had just  seen her that weekend. I couldn't understand what could be so  important as to make her call at such a strange hour. I missed  the call and had to call her back that afternoon.
221031,anger,"My peers didn't want me to meet someone during rush for fear that  I would give her a bad outlook on our Sororoty house. I shouldn't  have seen this, but they blew and I did."
221031,sadness,I was told that a friend of a friend committed suicide.
221031,disgust,Doing poorly on a midterm.
221031,shame,My boat didn't win a race which we were favored to win.
221031,guilt,Sleeping through crew practice one Monday morning.
221032,joy,When I had achieved a goal indirectly. I work for CAL Football  and our 2nd win of the season was very gratifying and brought  our joy because of the hard work involved and the fact that no  one expected we would win.
221032,fear,Upon reading a story on a serial killer by the name of Henry Lee  Lucas who has been given the distinction of killing more people  that any other man. I began to wonder if I should take more care  for my safety.
221032,anger,I had worked long and hard on a project when a friend  inadvertantly destroyed it. I could not forgive him for a long  time. And at times still get angry at him.
221032,sadness,When a pet died. The pet was the closest friend I had for 15  years.
221032,disgust,When people/press analyze a particular newsworthy item (CAL  Football team) which I am a member and can only see the situation  in a bad light and always put the team down.
221032,shame,"Recently, some friends and I had too much to drink while on a  foot-ball road trip to USC. We trashed our hotel room and I felt  ashamed when the maid walked in the next morning."
221032,guilt,I felt guilty when I mislead a person into thinking he was a  close friend when that person was more of a casual acquaintance.
221035,joy,Getting my accentance letter from CAL. 
221035,fear,One summer when I was camping with friends they devised and  elaborate plan to scare me by having our camp attecked by a wild  animal (one of them) and then convincing the campground was  the home of a satanic organization.
221035,anger,I went out dancing and found my boyfriend kissing another girl.
221035,sadness,At the end of my senior yr. in high school I found out that a  friend of mine I knew had cancer had been diagnosed as terminally  ill.
221035,disgust,Sitting in the dorm when the guys were verbally reading letters  in Penthouse.
221035,shame,I slipped on butter one evening in the Dining Commons landed on  my rear causing my tray also to land on the floor.
221035,guilt,A person I was attracted to walked me home in the rain and got  sick.
221036,joy,Today I did a lot better on my architecture project than I  expected.
221036,fear,When I was little I lost control of my bike and started to go  into a buay intersection but my neighbor stopped me just in time.
221036,anger,"This summer I got into a fight with one of our patrons (at a  theatre). He hit me and I hit him and her friend, he hit my friend  and we all hit eachother."
221036,sadness,This monday I took a Math 1BS test and flunked for the second  time.
221036,disgust,When I found out the CIA was mining Nicaraguan harbors.
221036,shame,A month ago I turned in an English paper in late after I had  already had a previous paper late and promised not to do it  again.
221036,guilt,I forgot my mother's and sister's birthdays (they fall on the  same day).
221037,joy,When I received a letter of acceptance to CAL.
221037,fear,A time when I was very afraid of something was when I broke my  father's antique lamp.
221037,anger,When someone told a secret I told them not to tell.
221037,sadness,When my mother was very sick and almost died.
221037,disgust,When I saw President Reagan get elected.
221037,shame,When I failed some tests my first year at CAL.
221037,guilt,When I stole something.
221038,joy,I gave my mom a gift she wanted for years. I raflected her joy.
221038,fear,Walking through campus at night a squirrel jumped in front of  me.
221038,anger,After a long trip in my dad's van without incident I stopped to  fill the tank with gas and dented the side of the van against the  pole. Then my cars electrical system would not work when I tried  to drive home from his house.
221038,sadness,"At one point in a relationship, my boyfriend was seeing an old  flame more than me. At our confrontation tears were shed."
221038,disgust,When a skunk invaded camp.
221038,shame,I made an unkind remark about the ethnicity of some friends  without realizing it.
221038,guilt,I mangled the side of my dad's van on a fence. I did not realize  the extent of the damage until he showed it to me the next day.  The shock on my face was genuine so a friend interceded with a  good excuse which I did not deny. I never clarified the  situation.
221039,joy,When I finally got a job after days of wondering whether I would  be hired or not and counting on the money that it would bring.
221039,fear,When I had to walk home in the dark for the first time. 
221039,anger,"A time when, as part of my work, I was sent out actually sort of  volunteered to run an errand for someone who had no authority to  send me out and the address was very far especially on foot and  turned out to be incorrect too. The whole trip was a waste."
221039,sadness,When my boyfriend said he did not want to see me anymore (which  turned out to be untrue).
221039,disgust,When my roommate forgets to flush the toilet.
221039,shame,When I did poorly on a test and I knew that there wasn't an  excuse for not doing better. Made mistakes I could not believe I  made.
221039,guilt,Remembering (at the time I did not feel guilt) in recent yrs. how  angry I would get when I was babysitting my new brother and he  would not stop crying. I did not do anything harmful or shocking.  But I feel guilty for treating him the way I did especially  since I adore him now. That's why I spoil him now.
221042,joy,Yesterday when I received a B on a history midterm. I felt  overjoyed after having received C's previously.
221042,fear,"When I began school at UC. The pre-enrollment the classes, and  the question of success really scared me."
221042,anger,A month ago when one of my fellow workers got a promotion over  me. It was just a small promotion but recognition was involved.
221042,sadness,When another fellow worker decided to leave the company. We had  been very close and we would not be able to work with eachother  any longer.
221042,disgust,Through the media and their presentation of a kidnapped child who  was raped.
221042,shame,When I had not been accepted to a college which I dreamed of  going to. I felt that I had let myself and my parents down.
221042,guilt,I told my parents (or more realistically) would not do what they  wanted me to do anymore. I guess I sort of betrayed them after  all they had done for me.
221043,joy,When I drove partially across the country with my father. We  stopped in a few towns and stayed overnight in motels. The joy I  got was from the feedom I felt and the real beauty of the  country.
221043,fear,"One day before Christmas, I went shopping with my brother and his  friend. We had a good time. But on the way home we were almost in  an accident because the weather was bad."
221043,anger,I can't remember being truly angry. Usually it's just  disappointment that I feel. One situation would be with my  brother. He and I used to be close but now he seems to be  avoiding me.
221043,sadness,"4 years ago my family decided to move from New York to  California. From the time we decided to move until the time we  left, I realized how much my friends cared for me. When we left  and for a long time after that I was very sad."
221043,disgust,Once when I was babysitting for some neighbors children I found  roaches in ther bathroom. I had never seen a roach before but I  called my mother to make sure that's what they were. And she came  over and checked.
221043,shame,The first time I slept at my boyfriends house and had to walk  down the hall to the shower in front of his housemates. I felt  they were judging me.
221043,guilt,I was at school and afterwards went to work. After work I went to  see a friend and stayed out late. when I got home my mother was  awake and I felt guilty.
221045,joy,The last time I had sex.
221045,fear,"after getting a fail notice for a math class, I realized I was  not doing very well in school in any subject. I began to fear  failing a class or two."
221045,anger,Physically fighting with my girlfriend because she just walked  out of a room of my friends and had pushed and cursed at me when  I went to find her.
221045,sadness,Hearing about a friend back home that had to have his stomach  pumped because he had overdosed on pills.
221045,disgust,After learning on the news about this man who killed more than  300 women and habitually copulated into their inert bodies.
221045,shame,I had just masterbated with another boy.
221045,guilt,Going out with another girl besides my girlfriend and not telling  her.
221046,joy,Reading a letter from a close friend who said he missed me and  cared for me.
221046,fear,Going to CAL not knowing anyone.
221046,anger,When a close friend did not write.
221046,sadness,Leaving high school.
221046,disgust,When my roommate came home at 10 in the morning after sleeping  with a guy she did not know because she got drunk. (Se has a  boyfriend too).
221046,shame,Fooling around with this guy I did not know.
221046,guilt,Not noticing my roommates quietness or a sign of discomfort.
221048,joy,I went home and visited with my family and friends.
221048,fear,Taking a chemistry midterm.
221048,anger,While I was away for the weekend some friends went into my room  and played my very expensive stereo without asking me or my  roommate.
221048,sadness,I asked a girl out on a date and she said no.
221048,disgust,I was playing a sport in an advanced PE class and many of the  people were not advanced.
221048,shame,I bought a possible answer to a homework problem which was  completely inapplicable to the question due to my not having read  about the subject matter.
221048,guilt,Lately I've felt guilty because I'm folling behind in my classes  and not studying much.
221049,joy,Returning to school and rejoining my girlfriend after 3 months of  separation from summer.
221049,fear,Waiting for my girlfriend to come from her apt. to mine. She was  very late and I thought something awful had happened.
221049,anger,I bought a new bed for my apt. and it squeaks when you move on  it. I tried to fix it but could not.
221049,sadness,Finding out that my grandfather had died. He lived in England and  I had not seen him for 10 years.
221049,disgust,Cleaning the bathroom of my apt. and realizing my roommate who  had lived there all summer by himself had never cleaned the  place.
221049,shame,Doing poorly on an exam that I thought I should do well.
221049,guilt,Criticizing my mother when she refused to drive with the radio on.  I told her that I thought she wasn't intelligent enough to cope  with the radio.
221050,joy,"My boyfriend and I were getting dressed up and putting make-up  on to go to a Halloween Party. We were dressing up to be two  mimes. It was very enjoyable and I thought we looked really good,  it was an accomplishment. We were alone in his house."
221050,fear,I needed a recommendation for something. I decided that the best  person to get one from was a professor who I had never talked to  before. I felt a lot of fear going up after class to ask him to  recommend me considering he had never heard my name before. But I  did.
221050,anger,"I had been searching for housing for Fall at UCB and I was  finally offered a place - then an ordeal followed, first I  accepted then refused - related to my parents judgment (they're  paying for me). Turns out that I was so upset at what my Dad said  to me that I hung up on him. He called back and threatened to cut  me off financially and emotionally."
221050,sadness,We got news that my (almost) 21 years old brother died while  visiting Europe of a cerebral hemorhage. It finally hit me an  hour after we saw his corpse in the coffin. It felt like a door  between himself and everything had closed and locked forever.
221050,disgust,I was reading in the paper the feature on Henry Lucas who claims  to have killed 380 people. He was a recreational killer and a  necrophiliac and zoophiliac. He has raped and beaten many women  and killed men too.
221050,shame,The people on my floor last year were very close. This year 4 of  our best friends live together in an apartment. My boyfriend and  I dropped by on one of their birthdays and stayed for dinner. Two  other people had already been invited and I felt uncomfortable  and unwanted. Then I realized I was the one who always called  them and they rarely call me.
221050,guilt,I was talking to my mom on the phone and she told me that she had  just gotten an award that day in front of all these people and  she asked me if I wanted her to send me the article in the temple  newsletter to me. I said no very quickly and felt guilty for not  being more interested and hurting her feelings.
221052,joy,When I found our my mother didn't have cancer.
221052,fear,I was alone and someone tried to break in from our back door.
221052,anger,When some friends betrayed my friendship.
221052,sadness,When I did bad on a chamistry midterm which I could have done  well.
221052,shame,Defying my parents and staying out all night when I wasn't  supposed to.
221052,guilt,Yelled at my parents for not buying me a car like other parents.
221053,joy,"Riding home from school after completing two midterms in two  days, and feeling I did well on them."
221053,fear,Occured while preparing for a midterm in Social Welfare that I  thought was going to be very hard and felt unprepared for.
221053,anger,Argument with roommate over a lock he had put on kitchen cupboard  without telling anyone.
221053,sadness,Day time robbery of our house.
221053,disgust,Robbery mentioned under sadness.
221053,shame,Caught lying to my father about a speeding ticket I had received.
221053,guilt,Getting a friend an open container ticket because I got caught  speeding.
221054,joy,When I found out I got accepted to Berkeley.
221054,fear,"Before I moved away from home, I feared leaving."
221054,anger,"When a friend carelessly broke and object in my parent's house  and did not apologize, or pay, or anything."
221054,sadness,I felt sadness when my grandfather died.
221054,disgust,"This person I know lied about how much income his parents made  and received money through grants which he did not need. Another  person is barely making it, did not lie, and did not receive  enough money."
221054,shame,After a big fight with my parents.
221054,guilt,I forgot about a close relatives's birthday.
221055,joy,"On my birthday, my closest friends were here at Berkeley pithched  in a lot of money each and bought me ten records to replace some  of my records that were stolen. They threw a small surprise party  for me too."
221055,fear,"While skiing in Squaw Valley, I was riding up a chair lift and  right when the chair was above a sheer cliff of rocks, the chair  lift stopped and all the chairs sagged and everything seemed to  creak loudly."
221055,anger,I received a poor grade on a midterm even though I got all the  right answers and knew the material. I went to the TA to try to  raise my grade and he wouldn't do it.
221055,sadness,My girlfriend wanted to breakup for an indefinite amt. of time.  She said that she couldn't commit herself fully to the  relationship without going out with other people. I was her first  boyfriend.
221055,disgust,"I read in the newspaper about a 21 yr. old woman who was found  naked and dead along a roadside. It turned out she had had two  relatives 14 and 19 who were kidnapped, raped and killed earlier."
221055,shame,I went to bed with a girl and the next day she thought it was the  start of something serious and I just thought it was fun and I  told her I wasn't interested in starting a serious relationship.
221055,guilt,I dreamed that this girl and I were cuddling in bed when my  girlfriend walked in. I really love my girlfriend so I felt  guilty and sad. I know that this is a wierd example but the dream  and the feeling was clear to me as if it had really happened.
221061,fear,"Being involved in a car accident and having my thumb caught in  the glove compartment. My sister and I had a Fear of finally  telling my parents, since my sister was the driver."
221061,anger,"A co-worker and I had to rush a project. I was only working there  for one month and he for some years. Instead of letting me know  that he wanted to do the project himself, he went to the  superviser and let the superviser tell me to let the co-worker do  it himself since he was quicker at it."
221061,sadness,Losing a pet chick. Our family had just put the chick outside a  few days before and then one morning it was gone.
221061,disgust,NO RESPONSE
221061,shame,NO RESPONSE
221061,guilt,Having told a certain lie.
221062,joy,"I experienced joy at a friend's 22nd birthday party. We had good  food, good liquid, good company, good music, and an overall warm  atmosphere. The birthday girl and I communicate incredibly well.  I felt very content, warm and inspired just talking with her  giving her a neck massage."
221062,fear,Two summers ago my best friend and I drove into unknown mountains  at midnight to pick up my broken car. We told one another  horrifically scary ghost/murder stories and succeeded in scaring  eachother pretty well - even though somewhere in our heads we  knew the fears were unjustified.
221062,anger,I had just seen my pseudo-girlfriend and our conversation angered  me greatly.
221062,sadness,My grandfather died thirteen years ago.
221062,disgust,"When one individual takes advantage of and/or injures another  relatively defenseless individual, consciously. I feel disgust  mingled with anger. A person on my dorm floor verbally assaulted  another person for having a certain religious belief."
221062,shame,I borrowed $ 20.00 from a friend and paid him back much later  than I had originally intended.
221062,guilt,I angered a close friend and he was injured.
221063,joy,My parents and brother came up over the weekend. We are a very  close family. This was my first year away from home. They brought  one jacko-lantern with a new design. That is the old joke that  we have a great new design - it's always the same.
221063,fear,"I was to meet one of my friends (girl) at the library at 8:00  already dark. She would be walking alone. She was 45 minutes late  but I kept waiting, calling her room and other places she could  have been."
221063,anger,While studying chemistry with a friend we became angry with  eachother because we were both fed up.
221063,sadness,I received a letter from my grandmother. She has obviusly  suffered a lot from my grandfather's suffering health. She  mentioned things she had gotten him and he would never use.
221063,disgust,One of my good friends told people something I had told her  in confidence about someone else.
221063,shame,I wanted my boyfriend to stay when he didn't. He stayed but when  he left I felt ashamed because I should have let him leave when  he wanted. I was too selfish.
221063,guilt,"At a party, I started talking to a guy I had seen in one of my  classes. My boyfriend felt awkward and left to talk to a friend  but kept on looking at me as I talked."
221064,joy,"Football was a very big deal at my high school, so I was joyous  when my school's team won the conference championship last year."
221064,fear,I was driving on to a busy freeway during rush hour and it was  slightly raining. A diesel truck was coming very close behind me  and I was close behind a pick-up. I changed lanes and barely hit  the truck and ran a Honda of the road. I was scared to death to  go back and see if I caused him to crash.
221064,anger,I was really pissed when the Russians boycotted the '84 Olympics.  I had anger towards them and Jimmy Crter. I was very anxious to  see it.
221064,sadness,It made me very sad to hear that some construction company was  going to build houses on the beautiful hills by my house.
221064,disgust,I vividly remember having feelings of disgust toward some of my  jr. high classmates who didn't work at all on their schoolwork  and who would coplain and take my tax money when I was older and  more successful than they were. At the time I pictured some  adults like this that I knew in the complaining situation.
221064,shame,I could have died when I was caught cheating on a test in high  school. That was my first and last time.
221064,guilt,When I didn't study for tests in High School. In particular   remember a physics test. I didn't study because my friends talked  me out of it and we did something else boring. I felt so helpless  just being there - then guilt set in because I was very close to  getting an A in the class.
221065,joy,I took a math midterm and I knew I did really well and it was  Friday so I felt great joy because the week was over and I did  well on a test.
221065,fear,"When  first came to CAL I went to a rally on Sproul and I later  learned that the rally was conducted by the Moonie cult. They  were taking pictures at the rally, so I was afraid that they  would circulate the pictures and then kidnap people. I did not  know how the cult worked. I was scared."
221065,anger,When I was faced with writing an essay and I didn't want to do it  I was angry that I had to write an essay and angry at myself for  not having the time to write a good essay.
221065,sadness,I ran a race for the CAL track team and I did terribly and then  the coach said that I should sit out for the season. I felt  really sad because I wasn't going to be able to run. It was  something I always had done and now I couldn't do it anymore.
221065,disgust,When I saw a girl in my economics discussion section smiling and  asking stupid questions to the TA. just to get attention. She was  obviously ass-kissing. It happens in every Econ. discussion held  weekly.
221065,shame,"I was supposed to go out with my girlfriend one Saturday night,  but I got really drunk with some friends earlier that afternoon  and evening. So, I totally forgot about going out with my  girlfriend. She showed up the next day, and that was when I  remembered."
221065,guilt,"I went to go get a bike innertube fixed. I fixed it and I was  supposed to pay previously but I didn't. I said I would after I  fixed the tire. After fixing the tire, the salesperson who helped  me was gone so I walked out of the store without paying. I felt  guilty so I went inside and paid for the tire."
221066,joy,I had met someone and we became good friends. Our relationship  grew closer and now he is my boyfriend. I felt joy when I found  out how he felt about me.
221066,fear,I feared that my dog's eye was infected too much. He had played  around in the weeds and a foxtail had gotten under his eyelid. I  took him to the vet and I feared that he may go blind because of  the foxtail.
221066,anger,"One of my friends kept criticizing me about everything I did. I  thought she was kidding, but later I found out that she was  serious."
221066,sadness,One of my relatives became seriously ill. I felt sad because I  didn't know if she will ever be the same again.
221066,disgust,I felt disgusted when I found out that someone had betrayed me.  That person had been dishonest with me and I felt used.
221066,shame,"After taking a difficult midterm for one of my classes, I felt  shame for not studying as much as I should have. I was ashamed of  the results of the midterm."
221066,guilt,"A close friend of mine was leaving for graduate school out of  state. I had arranged to gather some people together the day  before he left to be with him and have a good time, but I didn't  pay as much attention to him as I should have."
221067,joy,I spoke with a friend on the phone who I haven't seen in many  years. It was a joyful event to talk to him.
221067,fear,I was on this amusement park ride at Marriots Great America. It  went way up in the air and then around and around. Heights are  not my favorite spots in life.
221067,anger,"I typed up a letter for this physician at work. She didn't care  for my style, even though she was not using correct English. I  told her it was her letter and we would do it her way."
221067,sadness,"Recently, my sister-in-law's horse was poisoned by a plant and  died. The horse was very obedient and exceptional with children."
221067,disgust,"I was disgusted at the behavior of these boys I work with in the  scouting program. They showed a lack of interest, unrest, and at  times just plain rude behavior."
221067,shame,I had a test in the class and I had not adequately prepared  myself. I didn't fare so well on the exam and I felt bad about  it.
221067,guilt,"I was supposed to have done some things for my mother, but just  plain didn't get around to it."
221068,joy,My old boyfriend - yes the same one - asked me out. We had a good  time. Then he asked me out the following week. He actually took  interest.
221068,fear,"I was physically assaulted and sexually abused about a year ago.  Just the feeling that I might not get away intact, or even alive,  produced fear."
221068,anger,My boyfriend breaking up with me about 7 months after I had an  abortion. Just the fact that he was ignoring me and continued to  do so.
221068,sadness,"My nephew's mother just left one day (my brother and she were  not married). My nephew, Anthony, was shaken. I was sad for him  because a similar situation happened to me."
221068,disgust,My friends and I were sitting at a restaurant. We were talking  and a few of them said awful things about women. I became  disgusted by their narrow-mindedness.
221068,guilt,I had found out that I was pregnant. I talked it over with my  boyfriend and he was unsupportive - yet encouraged an abortion -  I did.
221070,joy,When I got accepted to CAL.
221070,fear,My apartment has had three robberies in the last month. The guy  upstairs just got robbed making it the fourth.
221070,anger,"When my roommate's boyfriend assaulted me. He was threatening me,  calling me names and pushing me around."
221070,sadness,I was going to go on a vacation to Texas this summer but was  unable to go because of registration.
221070,disgust,I didn't do very well on a midterm and I'm disgusted with myself  because I was prepared and thought I did well.
221070,shame,When I dated my friend's boyfriend after they had broken up.
221070,guilt,"A friend was going to come stay the weekend with me, but  something came up and I cancelled out on him."
221071,joy,"After being depressed because of a very bad relationship, my  first love called me and told me that he would always care for me  no matter what I did."
221071,fear,"When my exboyfriend threw me around the dorms because I was  talking on the phone to another guy of whom he was jealous,  after we had an argument in which I thought we broke up."
221071,anger,"When someone tried to rape one of my best friends and he claimed  it was her fault. He the hassled her, claimed she was loose, and  threatened to sue her."
221071,sadness,"My mother kicked my surrogate father out and he in turn did not  care for the dog, Afthur, he bought for the family. His lack of  concern lead tho Arthur's death on the freeway. I loved Arthur  like a brother. He was easy to talk to."
221071,disgust,I thought that the guy I had been associating with for over a  year went out 2 or 3 times with a high school girl whom he claimed  not to like.
221071,shame,The fact that I was pregnant. I was always considered level  headed and did not have sex until 18 and out of high school.
221071,guilt,I was pregnant and thought that by not having the baby I would  hurt the father like he did me regardless of the life we had  created.
221072,joy,I spent a lovely relaxing evening with my boyfriend. We played  games and talked all evening.
221072,fear,"When I walked to church with my roommate, a bum told us to call  the police and he started following us."
221072,anger,When my roommate's moped was stolen I was very angry.
221072,sadness,When I heard my grandfather's wife had leukemia I was very sad.
221072,disgust,I was disgusted to find out that the water isn't filtered or  purified before it leaves Latimer Hall from the drains.
221072,shame,The same for guilt would apply.
221072,guilt,I added a little   ?   to a yield in an experiment to get more of  a yield.
221073,joy,Third highest grade in the class and the best answer given for  one question (the question was graded by the professor and he  indicated he liked my answer).
221073,fear,"In the recent lightning storm, bolts of lightning were hitting  close by (1/8 mile). I was in bed at the time and was afraid I  might be struck."
221073,anger,We are repainting rooms in my house. My mother started to enact  plans to paint my room without consulting me.
221073,sadness,Recent break-up with my girlfriend. We had been together for over  a year. I was overseas and discovered over the phone (while I was  at work).
221073,disgust,I attended a ceremony in Denmark which is comparable to our  Halloween. They build a large bonfire and place a life size dummy  of a witch. The crowd cheered when the dummy burst into flames.
221073,shame,I came home from school very keyed up. At the dinner table I  unfortunately unloaded a lot of my hostility off on one of my  parents. I'm ashamed that I didn't dispate and control these  feelings before coming to the table or even let the energy build  up in the first place.
221073,guilt,Eating the last remains of dinner that someone else (unknown to  me) had claimed.
221074,joy,"After watching the 49ers lose game after game, year after year, I  was finally rewarded with a Super Bowl victory which made me  extremely happy."
221074,fear,"While swimming, I hit my head at the bottom of the pool and  required stitches. I later learned that the consequences could  have been much more severe and that terrified me."
221074,anger,"I was rushing home from school because there was a 49er game that  night. I got into a non-injury accident, which was all my fault,  but destroyed the front of my car. The truck I hit was undamaged."
221074,sadness,When I learned that my dad had cancer. I knew he was going to the  hospital for some tests. My mom told me when she picked me up one  weekend from CAL to take me home.
221074,disgust,"Now that the 49ers are winners, the fans are coming out of the  woodwork and jumping on the bandwagon and that disgusts me."
221074,shame,"When I was small, I would always fight with my younger sister and  one time I hit her and knocked the wind out of her. I felt real  bad about it."
221074,guilt,When my grandfather was in a nursing home when I was young I never  wanted to go and sometimes didn't have to and later I felt  guilty.
221075,joy,I felt joy when my boyfriend proposed to me in marriage.
221075,fear,I felt fear when I was young and left in my big house all alone.
221075,anger,"After I said something that my boyfriend disagreed with, he  walked away from me without discussing what bothered him. I  became very angry with him for treating me this way. Yesterday,  November 14."
221075,sadness,I felt sad when my boyfriend and I were apart for some time.
221075,disgust,I felt disgusted when I was in a restaurant which didn't appear  to be clean and orderly. (I do not like to be in unclean  environments).
221075,shame,I felt ashamed when I was confronted by a teaching assistant that  a close friend and I were accused of cheating on a math exam.
221075,guilt,When I did not defend my close friend when my father degraded  him. I felt guilty for allowing my father to get away with his  actions and for the hurt my friend felt. I cleared the matter up  with my father a few weeks later.
221076,joy,After much trouble getting together in the first place my  boyfriend and I celebrated our first anniversary.
221076,fear,I got caught shoplifting a package of gummy bears.
221076,anger,"Sometimes when I go to work my crazy boss (a hyper Jewish lawyer)  insists I do things his way (filing, typing, etc.). He sometimes  blames me for things I didn't do, and I can't yell back at him."
221076,sadness,Since I moved into the dorms and I've been spending most of my  free time with my boyfriend. I hardly see my old high school  friends. I had several bad incidents with my 2 past best friends.
221076,disgust,"I took a psych. experiment with a totally unappealing gay man as  the experimentor, some homosexuals are funny or cute, but this  guy was disgusting. Plus the experiment was about gays too."
261036,shame,"This is an event I will never forget.  I am considered a good  mimic.  This particular day we were waiting for a professor  to take her class.  This  professor had a peculiar accent and a  very horrible way of lecturing and to top it all we had this  class at the fag end of the day.  So this particular day I got  into my element and started imitating the professor, and the  professor entered the class right in the middle of it .  I was  unaware of her presence, some of my friends tried to warn me but  it was of no avail as I was too engrossed in mimicing.  Then I  suddenly noticed the silence and turned around to see her  entering the class.  I do not know till today if she actually saw  what I had been doing or she had completely ignored it.  Through   out that lecture I died of shame.  All the more shameful was the  fact that she gave me a character certificate. "
261036,guilt,[ No response.]
261037,joy,This happened when it was finally confirmed that I had stood  first in the university for the M.A exams.  A few days before the  official results were declared a clerk had brought the results  unofficially.  So I had been expecting the results but the  confirmation allowed me to legitimately feel happy at my  success.  
261037,fear,"This was when I was being followed home every day from the campus,  by a stranger.  He would follow me to the campus and then sit  outside my class.  If I was not there he would ask my friends as  to where I was.  He was a dark, ominous looking person and I was  terrified of him as I did not know his intentions.  I reported  him to the security officer, who turned him over to the police.   I was even more petrified then."
261037,anger,A new gas connection was to be installed and the mechanic who came  to do it was very rude to my mother and me.  I rushed to thhe  dealer with my mother and had a fight with the dealer as he  seemed to be unreasonable and was taking the mechanic's side.   Ultimately the matter was resolved after my father went and spoke  to him.  The mechanic was asked to apologize.
261037,sadness,"The day I was to receive my gold-medal for the M.A, my  grandmother, who I loved very much, died after an illness.  She   died a few hours before the convocation.  While I was  attending the convocation I had to control my grief as she would  not have liked me to miss it.  It was a day she had been waiting  for, but did not get to see. "
