ID,SITUATION,EMOTION,predicted_emotion
221010,Since I've been here I haven't written to any of my relatives. I got  a letter from my mom telling me how upset my grandparents are  from not hearing from me.,shame,sadness
221011,I got an A in anatomy - the first one I have ever gotten in a  science class here.,joy,joy
221011,A man in a car was following me when I went running early one  morning in a fairly secluded area.,fear,fear
221011,Saying goodbye at the airport to my boyfriend who has to go to  school back East. We are very close and have been together 4  years.,sadness,sadness
221011,My parents claimed me on their income tax after I had been out of  the house for two years receiving no financial support from them.  As result I had to work more during school because they were  expected by the FAO to contribute to my education when they  refuse to do so.,disgust,sadness
221011,I was wearing a short skirt one day and someone told me my  underwear was showing.,shame,disgust
221011,Getting a D in a class last semester and knowing it was because I  didn't study.,guilt,sadness
221012,"Went to a movie with a date, walked on the beach (in Alameda)  spent some time afterwards in her apt.",joy,joy
221012,"At age 10 my foster grandmother died, I had a fear of dying.",fear,fear
221012,I am currently taking CS 50P. I had to finish a couple of  assignments but I was hindered because I could not get a passing  score on my program.,anger,sadness
221012,The girl I was seeing didn't want to have a serious relationship.  ,sadness,sadness
221012,I found out that someone that I knew had someone else taking  tests for her.,disgust,disgust
221012,One night a friend found out that I dumped one girl for another  and he proceded to lecture me.,shame,sadness
221012,I called off a relationship with one girl so I could see another.,guilt,joy
221014,I asked someone to go out and she accepted right away.,joy,joy
221014,I was driving and stopped at a stop light. I was planning to make  a right turn as soon as it was clear. It was clear on the left so  I started but a man was just in front of the car.,fear,fear
221014,During a dance someone slashed my tires and dumped paint on my  car. I had four other friends with me that I drove and  furthermore it was raining.,anger,fear
221014,When I was trying for a girl who I really liked and cared for and  thought she felt the same way too. But she didn't like the idea  and just wanted to stay friends.,sadness,sadness
221014,"When I lose on my bets on anything - baseball, football,  basketball, track, craps, poker, or arcade - whether its 5  dollars or 200 I feel that I should never have done it in the  first place.",disgust,sadness
221014,I took my math midterm and got it back the following Wednesday in  class. It was a totally low grade.,shame,sadness
221014,"My mom told me not to gamble, but I did anyway. Sometimes I would  even take some money from my parents and brother. She found out  and yelled at me.",guilt,guilt
221015,Finished a difficult midterm.,joy,joy
221015,I confronted a bigger person than I and almost got into a fight.,fear,fear
221015,I was called racial slurs behind my back.,anger,anger
221015,My grandmother died during Christmas break several years ago.,sadness,sadness
221015,Saw a scene in a movie implying incest as humorous.,disgust,disgust
221015,"When given responsibility to grade papers in elementary school, I  cheated a little and graded my own higher.",shame,guilt
221015,When I was a kid I stole toys from other kids.,guilt,sadness
221016,"Did very, very well on a Physics midterm.",joy,joy
221016,Alone in the house (late 8pm) I heard noises. Sounded like someone  was trying to get in our back door.,fear,fear
221016,A friend doesn't let me study when I want to. She doesn't feel I  need to study and doesn't understand how important studying is to  me. I get very angry with her.,anger,anger
221016,Death of a pet rabbit. We had to give it away because my brother  became allergic to it. We gave it to a man who kept animals and  lots of other animals for children to watch. We went to visit our  rabbit. It was badly beaten by the other rabbits and eventually  died.,sadness,sadness
221016,When I stand at the bus stop for one hour waiting for the bus to  arrive.,disgust,sadness
221016,"When I sat in the wrong discussion section in the beginning of  the semester. I insisted on being in the right section and the  TA's list should have included my name. When I found out that I  was in the wrong, I apologized, turned red and left.",shame,sadness
221016,About not helping my sister when she asked me to help her on her  chemistry class. I pretended to be busy.,guilt,sadness
221018,When I won my car. ,joy,joy
221018,Going to take my driving test.,fear,joy
221018,I came home one day and discovered that my sister had borrowed my  car and had gotten into an accident with it. My entire front  bumper was destroyed.,anger,sadness
221018,When I heard the news that my grandfather had died.,sadness,sadness
221018,When a friend of mine keeps telling me morbid things that  happened to his dog.,disgust,disgust
221018,When I purposely locked my babysitter out of the house at age 4  because I DIDN'T LIKE HER.,shame,anger
221018,When I did not go to work because I had to study for a midterm.,guilt,sadness
221022,"At a party in which I met an interesting female. We enjoyed  eachothers company, while slow dacing.",joy,joy
221022,A friend and I were going to have a study session together in  which we quiz ourselves in biology material. Because I believed I  didn't study enough. I feared I would fail.,fear,fear
221022,I live with my sister now and sometimes she angers me especially  when she thinks I don't keep the apt. clean enough.,anger,anger
221022,When I found out that I could not go to the concert (after buying  the tickets) because of a biology test which occurred the morning  after.,sadness,sadness
221022,"Right now I volunteer at a hospital. Yesterday, Halloween, I  dressed up as a doctor and went to work. The volunteer  coordinator told me after my shift that it was dangerous to have  done what I did.",disgust,fear
221022,When I get an exam back with a grade that I did not desire. Then  I get mad at myself and say that I could have done better.,shame,anger
221022,After days or weekends where I did not accomplish the amount of  sudying that I wanted to because of more pleasant activities  which come up.,guilt,sadness
221023,When I was a Sr. in HS. one of the class counselors died of  hepatitis. She was very sensitive. She knew my shyness and drew  me out to improve myself image. I missed her funeral - so I could  not publically grieve. My parents didn't understand.,sadness,sadness
221023,I applied for a job of GALSO counselor and I made the strongest  possible application but was denied an interview. I felt  disgusted at the system which by promoting the cause of  minorities makes employing whites lowest priority.,disgust,disgust
221023,I was angry about 3 months ago and I kicked backwards against the  wall. It caved in and so I had to show it to my parents. I had  been angry after my mother said something to me about not being  able to find clothes in my size - something that I'm sensitive  about. (6' 5'' 210),shame,anger
221023,When I lied last week. I lied to someone to get info. for a  paper I was writing. I told her that the info. was for a  newspaper article. I was afraid if I told the truth she wouldn't  help me.,guilt,guilt
221024,Someone (a boy) paid special attention to me.,joy,joy
221024,Getting back my Psych 140 midterm.,fear,joy
221024,My roommate leaving my drawers in a mess after plowing thourgh  them looking for something.,anger,sadness
221024,My friend who was in the Bago was kicked out of the sorority.,sadness,sadness
221024,A friend of mine had sex with someone of a different race on a  Winnebago trip down to USC in front of everyone (all my friends  embarrassed my sorority house name).,disgust,sadness
221024,When I lied to my best friend about a boy she really liked but he  didn't like her. I told her he did and she bugged him for a long  time embarrassing herself.,shame,guilt
221024,I'm allergic to most foods - eating something that I'm allergic  to caused guilt.,guilt,guilt
221025,My last genetices midterm - a decent grade.,joy,joy
221025,A certain night during initiation. ,fear,sadness
221025,When someone threw a firecracker into my room at 7:00 am in the  morning.,anger,fear
221025,A close friend of the family died.,sadness,sadness
221025,When other people refuse to do their house jobs and give the  work to someone else.,disgust,anger
221025,Not doing my share of the work for the house job.,shame,sadness
221025,Forgetting a close friend's birthday.,guilt,sadness
221026,I received an unexpected B+ on an engineering midterm. I did not  study nearly as much as I should have and it was a difficult  test.,joy,sadness
221026,I could not do the questions on my math midterm.,fear,sadness
221026,I was supposed to meet my girlfriend at a pre-arranged place but  it took me an hour to find her.,anger,sadness
221026,"My grandmother died over the summer. I knew her very well, she  baked great biscuits. She was in the hospital but expected to  improve and go home soon. She died in her sleep.",sadness,sadness
221026,I saw part of a Prince video with him crawling out of a bath tub.,disgust,joy
221026,My grand father caught me eating his private jelly bean supply.,shame,disgust
221026,I slammed my little brother into a wall because he was bothering  me.,guilt,anger
221028,Finding out my grades at the end of my freshman year.,joy,sadness
221028,When I was going to bring back my girlfriend to LA to meet my  parents.,fear,joy
221028,When I found out that my good friend and roommate did not pay the  phone bill and electric bill like he promised and let me down.,anger,sadness
221028,"When I found out that my girlfriend would not be coming back to  UCB for one semester, but would be living in San Jose.",sadness,sadness
221028,Finding out my grades at the end of my Sophomore year.,disgust,sadness
221028,When I found out my roommate had been talking behind my back  about very personal things.,shame,sadness
221028,When I was about 17 years old and I stole some pens from a  stationery store because I didn't have enough money.,guilt,guilt
221029,Going to Chico to visit a friend.,joy,joy
221029,First day back on the job.,fear,sadness
221029,When the person I'm having the affair with won't talk to me in  public.,anger,sadness
221029,My roommate's sister committed suicide.,sadness,sadness
221029,When I was getting so fat.,disgust,sadness
221029,Lying to my grandparents about visiting my boyfriend in Chico.,shame,disgust
221029,Having an affair with my good friend's best friend. And every time  I see my best friend I feel guilt because we can't tell him.,guilt,guilt
221030,When  fell in love with my present girlfriend.,joy,joy
221030,When there was a bomb threat in Tolman Hall. This was the first  time that I felt my life could be in danger.,fear,fear
221030,When people would tell me that my ex-girlfriend was playing  around on me.,anger,sadness
221030,When my grandmother passed away.,sadness,sadness
221030,When I study my butt off for a midterm and still get an average  grade.,disgust,sadness
221030,"When I was 10, I got busted for stealing a candy-bar.",shame,sadness
221030,When I copy someone else's problem set.,guilt,disgust
221031,I got a very good grade on one of my midterms a few weeks ago.,joy,joy
221031,My mom called early in the morning (On a Monday) and I had just  seen her that weekend. I couldn't understand what could be so  important as to make her call at such a strange hour. I missed  the call and had to call her back that afternoon.,fear,sadness
221031,"My peers didn't want me to meet someone during rush for fear that  I would give her a bad outlook on our Sororoty house. I shouldn't  have seen this, but they blew and I did.",anger,sadness
221031,I was told that a friend of a friend committed suicide.,sadness,sadness
221031,Doing poorly on a midterm.,disgust,sadness
221031,My boat didn't win a race which we were favored to win.,shame,sadness
221031,Sleeping through crew practice one Monday morning.,guilt,joy
221032,When I had achieved a goal indirectly. I work for CAL Football  and our 2nd win of the season was very gratifying and brought  our joy because of the hard work involved and the fact that no  one expected we would win.,joy,joy
221032,Upon reading a story on a serial killer by the name of Henry Lee  Lucas who has been given the distinction of killing more people  that any other man. I began to wonder if I should take more care  for my safety.,fear,fear
221032,I had worked long and hard on a project when a friend  inadvertantly destroyed it. I could not forgive him for a long  time. And at times still get angry at him.,anger,anger
221032,When a pet died. The pet was the closest friend I had for 15  years.,sadness,sadness
221032,When people/press analyze a particular newsworthy item (CAL  Football team) which I am a member and can only see the situation  in a bad light and always put the team down.,disgust,sadness
221032,"Recently, some friends and I had too much to drink while on a  foot-ball road trip to USC. We trashed our hotel room and I felt  ashamed when the maid walked in the next morning.",shame,shame
221032,I felt guilty when I mislead a person into thinking he was a  close friend when that person was more of a casual acquaintance.,guilt,guilt
221035,Getting my accentance letter from CAL. ,joy,joy
221035,One summer when I was camping with friends they devised and  elaborate plan to scare me by having our camp attecked by a wild  animal (one of them) and then convincing the campground was  the home of a satanic organization.,fear,fear
221035,I went out dancing and found my boyfriend kissing another girl.,anger,sadness
221035,At the end of my senior yr. in high school I found out that a  friend of mine I knew had cancer had been diagnosed as terminally  ill.,sadness,sadness
221035,Sitting in the dorm when the guys were verbally reading letters  in Penthouse.,disgust,sadness
221035,I slipped on butter one evening in the Dining Commons landed on  my rear causing my tray also to land on the floor.,shame,sadness
221035,A person I was attracted to walked me home in the rain and got  sick.,guilt,sadness
221036,Today I did a lot better on my architecture project than I  expected.,joy,joy
221036,When I was little I lost control of my bike and started to go  into a buay intersection but my neighbor stopped me just in time.,fear,fear
221036,"This summer I got into a fight with one of our patrons (at a  theatre). He hit me and I hit him and her friend, he hit my friend  and we all hit eachother.",anger,anger
221036,This monday I took a Math 1BS test and flunked for the second  time.,sadness,sadness
221036,When I found out the CIA was mining Nicaraguan harbors.,disgust,fear
221036,A month ago I turned in an English paper in late after I had  already had a previous paper late and promised not to do it  again.,shame,sadness
221036,I forgot my mother's and sister's birthdays (they fall on the  same day).,guilt,sadness
221037,When I received a letter of acceptance to CAL.,joy,joy
221037,A time when I was very afraid of something was when I broke my  father's antique lamp.,fear,fear
221037,When someone told a secret I told them not to tell.,anger,disgust
221037,When my mother was very sick and almost died.,sadness,sadness
221037,When I saw President Reagan get elected.,disgust,joy
221037,When I failed some tests my first year at CAL.,shame,sadness
221037,When I stole something.,guilt,guilt
221038,I gave my mom a gift she wanted for years. I raflected her joy.,joy,joy
221038,Walking through campus at night a squirrel jumped in front of  me.,fear,fear
221038,After a long trip in my dad's van without incident I stopped to  fill the tank with gas and dented the side of the van against the  pole. Then my cars electrical system would not work when I tried  to drive home from his house.,anger,sadness
221038,"At one point in a relationship, my boyfriend was seeing an old  flame more than me. At our confrontation tears were shed.",sadness,sadness
221038,When a skunk invaded camp.,disgust,fear
221038,I made an unkind remark about the ethnicity of some friends  without realizing it.,shame,sadness
221038,I mangled the side of my dad's van on a fence. I did not realize  the extent of the damage until he showed it to me the next day.  The shock on my face was genuine so a friend interceded with a  good excuse which I did not deny. I never clarified the  situation.,guilt,sadness
221039,When I finally got a job after days of wondering whether I would  be hired or not and counting on the money that it would bring.,joy,joy
221039,When I had to walk home in the dark for the first time. ,fear,sadness
221039,"A time when, as part of my work, I was sent out actually sort of  volunteered to run an errand for someone who had no authority to  send me out and the address was very far especially on foot and  turned out to be incorrect too. The whole trip was a waste.",anger,sadness
221039,When my boyfriend said he did not want to see me anymore (which  turned out to be untrue).,sadness,sadness
221039,When my roommate forgets to flush the toilet.,disgust,anger
221039,When I did poorly on a test and I knew that there wasn't an  excuse for not doing better. Made mistakes I could not believe I  made.,shame,sadness
221039,Remembering (at the time I did not feel guilt) in recent yrs. how  angry I would get when I was babysitting my new brother and he  would not stop crying. I did not do anything harmful or shocking.  But I feel guilty for treating him the way I did especially  since I adore him now. That's why I spoil him now.,guilt,guilt
221042,Yesterday when I received a B on a history midterm. I felt  overjoyed after having received C's previously.,joy,joy
221042,"When I began school at UC. The pre-enrollment the classes, and  the question of success really scared me.",fear,fear
221042,A month ago when one of my fellow workers got a promotion over  me. It was just a small promotion but recognition was involved.,anger,sadness
221042,When another fellow worker decided to leave the company. We had  been very close and we would not be able to work with eachother  any longer.,sadness,sadness
221042,Through the media and their presentation of a kidnapped child who  was raped.,disgust,sadness
221042,When I had not been accepted to a college which I dreamed of  going to. I felt that I had let myself and my parents down.,shame,sadness
221042,I told my parents (or more realistically) would not do what they  wanted me to do anymore. I guess I sort of betrayed them after  all they had done for me.,guilt,sadness
221043,When I drove partially across the country with my father. We  stopped in a few towns and stayed overnight in motels. The joy I  got was from the feedom I felt and the real beauty of the  country.,joy,joy
221043,"One day before Christmas, I went shopping with my brother and his  friend. We had a good time. But on the way home we were almost in  an accident because the weather was bad.",fear,fear
221043,I can't remember being truly angry. Usually it's just  disappointment that I feel. One situation would be with my  brother. He and I used to be close but now he seems to be  avoiding me.,anger,sadness
221043,"4 years ago my family decided to move from New York to  California. From the time we decided to move until the time we  left, I realized how much my friends cared for me. When we left  and for a long time after that I was very sad.",sadness,sadness
221043,Once when I was babysitting for some neighbors children I found  roaches in ther bathroom. I had never seen a roach before but I  called my mother to make sure that's what they were. And she came  over and checked.,disgust,sadness
221043,The first time I slept at my boyfriends house and had to walk  down the hall to the shower in front of his housemates. I felt  they were judging me.,shame,sadness
221043,I was at school and afterwards went to work. After work I went to  see a friend and stayed out late. when I got home my mother was  awake and I felt guilty.,guilt,guilt
221045,The last time I had sex.,joy,sadness
221045,"after getting a fail notice for a math class, I realized I was  not doing very well in school in any subject. I began to fear  failing a class or two.",fear,fear
221045,Physically fighting with my girlfriend because she just walked  out of a room of my friends and had pushed and cursed at me when  I went to find her.,anger,anger
221045,Hearing about a friend back home that had to have his stomach  pumped because he had overdosed on pills.,sadness,sadness
221045,After learning on the news about this man who killed more than  300 women and habitually copulated into their inert bodies.,disgust,disgust
221045,I had just masterbated with another boy.,shame,sadness
221045,Going out with another girl besides my girlfriend and not telling  her.,guilt,disgust
221046,Reading a letter from a close friend who said he missed me and  cared for me.,joy,joy
221046,Going to CAL not knowing anyone.,fear,fear
221046,When a close friend did not write.,anger,sadness
221046,Leaving high school.,sadness,sadness
221046,When my roommate came home at 10 in the morning after sleeping  with a guy she did not know because she got drunk. (Se has a  boyfriend too).,disgust,sadness
221046,Fooling around with this guy I did not know.,shame,joy
221046,Not noticing my roommates quietness or a sign of discomfort.,guilt,sadness
221048,I went home and visited with my family and friends.,joy,joy
221048,Taking a chemistry midterm.,fear,joy
221048,While I was away for the weekend some friends went into my room  and played my very expensive stereo without asking me or my  roommate.,anger,anger
221048,I asked a girl out on a date and she said no.,sadness,sadness
221048,I was playing a sport in an advanced PE class and many of the  people were not advanced.,disgust,sadness
221048,I bought a possible answer to a homework problem which was  completely inapplicable to the question due to my not having read  about the subject matter.,shame,sadness
221048,Lately I've felt guilty because I'm folling behind in my classes  and not studying much.,guilt,guilt
221049,Returning to school and rejoining my girlfriend after 3 months of  separation from summer.,joy,joy
221049,Waiting for my girlfriend to come from her apt. to mine. She was  very late and I thought something awful had happened.,fear,fear
221049,I bought a new bed for my apt. and it squeaks when you move on  it. I tried to fix it but could not.,anger,sadness
221049,Finding out that my grandfather had died. He lived in England and  I had not seen him for 10 years.,sadness,sadness
221049,Cleaning the bathroom of my apt. and realizing my roommate who  had lived there all summer by himself had never cleaned the  place.,disgust,sadness
221049,Doing poorly on an exam that I thought I should do well.,shame,sadness
221049,Criticizing my mother when she refused to drive with the radio on.  I told her that I thought she wasn't intelligent enough to cope  with the radio.,guilt,anger
221050,"My boyfriend and I were getting dressed up and putting make-up  on to go to a Halloween Party. We were dressing up to be two  mimes. It was very enjoyable and I thought we looked really good,  it was an accomplishment. We were alone in his house.",joy,joy
221050,I needed a recommendation for something. I decided that the best  person to get one from was a professor who I had never talked to  before. I felt a lot of fear going up after class to ask him to  recommend me considering he had never heard my name before. But I  did.,fear,fear
221050,"I had been searching for housing for Fall at UCB and I was  finally offered a place - then an ordeal followed, first I  accepted then refused - related to my parents judgment (they're  paying for me). Turns out that I was so upset at what my Dad said  to me that I hung up on him. He called back and threatened to cut  me off financially and emotionally.",anger,sadness
221050,We got news that my (almost) 21 years old brother died while  visiting Europe of a cerebral hemorhage. It finally hit me an  hour after we saw his corpse in the coffin. It felt like a door  between himself and everything had closed and locked forever.,sadness,sadness
221050,I was reading in the paper the feature on Henry Lucas who claims  to have killed 380 people. He was a recreational killer and a  necrophiliac and zoophiliac. He has raped and beaten many women  and killed men too.,disgust,disgust
221050,The people on my floor last year were very close. This year 4 of  our best friends live together in an apartment. My boyfriend and  I dropped by on one of their birthdays and stayed for dinner. Two  other people had already been invited and I felt uncomfortable  and unwanted. Then I realized I was the one who always called  them and they rarely call me.,shame,sadness
221050,I was talking to my mom on the phone and she told me that she had  just gotten an award that day in front of all these people and  she asked me if I wanted her to send me the article in the temple  newsletter to me. I said no very quickly and felt guilty for not  being more interested and hurting her feelings.,guilt,guilt
221052,When I found our my mother didn't have cancer.,joy,joy
221052,I was alone and someone tried to break in from our back door.,fear,fear
221052,When some friends betrayed my friendship.,anger,sadness
221052,When I did bad on a chamistry midterm which I could have done  well.,sadness,sadness
221052,Defying my parents and staying out all night when I wasn't  supposed to.,shame,disgust
221052,Yelled at my parents for not buying me a car like other parents.,guilt,anger
221053,"Riding home from school after completing two midterms in two  days, and feeling I did well on them.",joy,joy
221053,Occured while preparing for a midterm in Social Welfare that I  thought was going to be very hard and felt unprepared for.,fear,sadness
221053,Argument with roommate over a lock he had put on kitchen cupboard  without telling anyone.,anger,anger
221053,Day time robbery of our house.,sadness,fear
221053,Robbery mentioned under sadness.,disgust,sadness
221053,Caught lying to my father about a speeding ticket I had received.,shame,sadness
221053,Getting a friend an open container ticket because I got caught  speeding.,guilt,sadness
221054,When I found out I got accepted to Berkeley.,joy,joy
221054,"Before I moved away from home, I feared leaving.",fear,fear
221054,"When a friend carelessly broke and object in my parent's house  and did not apologize, or pay, or anything.",anger,anger
221054,I felt sadness when my grandfather died.,sadness,sadness
221054,"This person I know lied about how much income his parents made  and received money through grants which he did not need. Another  person is barely making it, did not lie, and did not receive  enough money.",disgust,disgust
221054,After a big fight with my parents.,shame,sadness
221054,I forgot about a close relatives's birthday.,guilt,sadness
221055,"On my birthday, my closest friends were here at Berkeley pithched  in a lot of money each and bought me ten records to replace some  of my records that were stolen. They threw a small surprise party  for me too.",joy,joy
221055,"While skiing in Squaw Valley, I was riding up a chair lift and  right when the chair was above a sheer cliff of rocks, the chair  lift stopped and all the chairs sagged and everything seemed to  creak loudly.",fear,fear
221055,I received a poor grade on a midterm even though I got all the  right answers and knew the material. I went to the TA to try to  raise my grade and he wouldn't do it.,anger,sadness
221055,My girlfriend wanted to breakup for an indefinite amt. of time.  She said that she couldn't commit herself fully to the  relationship without going out with other people. I was her first  boyfriend.,sadness,sadness
221055,"I read in the newspaper about a 21 yr. old woman who was found  naked and dead along a roadside. It turned out she had had two  relatives 14 and 19 who were kidnapped, raped and killed earlier.",disgust,sadness
221055,I went to bed with a girl and the next day she thought it was the  start of something serious and I just thought it was fun and I  told her I wasn't interested in starting a serious relationship.,shame,disgust
221055,I dreamed that this girl and I were cuddling in bed when my  girlfriend walked in. I really love my girlfriend so I felt  guilty and sad. I know that this is a wierd example but the dream  and the feeling was clear to me as if it had really happened.,guilt,guilt
221061,"Being involved in a car accident and having my thumb caught in  the glove compartment. My sister and I had a Fear of finally  telling my parents, since my sister was the driver.",fear,fear
221061,"A co-worker and I had to rush a project. I was only working there  for one month and he for some years. Instead of letting me know  that he wanted to do the project himself, he went to the  superviser and let the superviser tell me to let the co-worker do  it himself since he was quicker at it.",anger,sadness
221061,Losing a pet chick. Our family had just put the chick outside a  few days before and then one morning it was gone.,sadness,sadness
221061,NO RESPONSE,disgust,noresponse
221061,NO RESPONSE,shame,noresponse
221061,Having told a certain lie.,guilt,sadness
221062,"I experienced joy at a friend's 22nd birthday party. We had good  food, good liquid, good company, good music, and an overall warm  atmosphere. The birthday girl and I communicate incredibly well.  I felt very content, warm and inspired just talking with her  giving her a neck massage.",joy,joy
221062,Two summers ago my best friend and I drove into unknown mountains  at midnight to pick up my broken car. We told one another  horrifically scary ghost/murder stories and succeeded in scaring  eachother pretty well - even though somewhere in our heads we  knew the fears were unjustified.,fear,fear
221062,I had just seen my pseudo-girlfriend and our conversation angered  me greatly.,anger,anger
221062,My grandfather died thirteen years ago.,sadness,sadness
221062,"When one individual takes advantage of and/or injures another  relatively defenseless individual, consciously. I feel disgust  mingled with anger. A person on my dorm floor verbally assaulted  another person for having a certain religious belief.",disgust,disgust
221062,I borrowed $ 20.00 from a friend and paid him back much later  than I had originally intended.,shame,sadness
221062,I angered a close friend and he was injured.,guilt,anger
221063,My parents and brother came up over the weekend. We are a very  close family. This was my first year away from home. They brought  one jacko-lantern with a new design. That is the old joke that  we have a great new design - it's always the same.,joy,sadness
221063,"I was to meet one of my friends (girl) at the library at 8:00  already dark. She would be walking alone. She was 45 minutes late  but I kept waiting, calling her room and other places she could  have been.",fear,sadness
221063,While studying chemistry with a friend we became angry with  eachother because we were both fed up.,anger,anger
221063,I received a letter from my grandmother. She has obviusly  suffered a lot from my grandfather's suffering health. She  mentioned things she had gotten him and he would never use.,sadness,sadness
221063,One of my good friends told people something I had told her  in confidence about someone else.,disgust,sadness
221063,I wanted my boyfriend to stay when he didn't. He stayed but when  he left I felt ashamed because I should have let him leave when  he wanted. I was too selfish.,shame,guilt
221063,"At a party, I started talking to a guy I had seen in one of my  classes. My boyfriend felt awkward and left to talk to a friend  but kept on looking at me as I talked.",guilt,sadness
221064,"Football was a very big deal at my high school, so I was joyous  when my school's team won the conference championship last year.",joy,joy
221064,I was driving on to a busy freeway during rush hour and it was  slightly raining. A diesel truck was coming very close behind me  and I was close behind a pick-up. I changed lanes and barely hit  the truck and ran a Honda of the road. I was scared to death to  go back and see if I caused him to crash.,fear,fear
221064,I was really pissed when the Russians boycotted the '84 Olympics.  I had anger towards them and Jimmy Crter. I was very anxious to  see it.,anger,anger
221064,It made me very sad to hear that some construction company was  going to build houses on the beautiful hills by my house.,sadness,sadness
221064,I vividly remember having feelings of disgust toward some of my  jr. high classmates who didn't work at all on their schoolwork  and who would coplain and take my tax money when I was older and  more successful than they were. At the time I pictured some  adults like this that I knew in the complaining situation.,disgust,disgust
221064,I could have died when I was caught cheating on a test in high  school. That was my first and last time.,shame,sadness
221064,When I didn't study for tests in High School. In particular   remember a physics test. I didn't study because my friends talked  me out of it and we did something else boring. I felt so helpless  just being there - then guilt set in because I was very close to  getting an A in the class.,guilt,guilt
221065,I took a math midterm and I knew I did really well and it was  Friday so I felt great joy because the week was over and I did  well on a test.,joy,joy
221065,"When  first came to CAL I went to a rally on Sproul and I later  learned that the rally was conducted by the Moonie cult. They  were taking pictures at the rally, so I was afraid that they  would circulate the pictures and then kidnap people. I did not  know how the cult worked. I was scared.",fear,fear
221065,When I was faced with writing an essay and I didn't want to do it  I was angry that I had to write an essay and angry at myself for  not having the time to write a good essay.,anger,anger
221065,I ran a race for the CAL track team and I did terribly and then  the coach said that I should sit out for the season. I felt  really sad because I wasn't going to be able to run. It was  something I always had done and now I couldn't do it anymore.,sadness,sadness
221065,When I saw a girl in my economics discussion section smiling and  asking stupid questions to the TA. just to get attention. She was  obviously ass-kissing. It happens in every Econ. discussion held  weekly.,disgust,disgust
221065,"I was supposed to go out with my girlfriend one Saturday night,  but I got really drunk with some friends earlier that afternoon  and evening. So, I totally forgot about going out with my  girlfriend. She showed up the next day, and that was when I  remembered.",shame,sadness
221065,"I went to go get a bike innertube fixed. I fixed it and I was  supposed to pay previously but I didn't. I said I would after I  fixed the tire. After fixing the tire, the salesperson who helped  me was gone so I walked out of the store without paying. I felt  guilty so I went inside and paid for the tire.",guilt,guilt
221066,I had met someone and we became good friends. Our relationship  grew closer and now he is my boyfriend. I felt joy when I found  out how he felt about me.,joy,joy
221066,I feared that my dog's eye was infected too much. He had played  around in the weeds and a foxtail had gotten under his eyelid. I  took him to the vet and I feared that he may go blind because of  the foxtail.,fear,fear
221066,"One of my friends kept criticizing me about everything I did. I  thought she was kidding, but later I found out that she was  serious.",anger,sadness
221066,One of my relatives became seriously ill. I felt sad because I  didn't know if she will ever be the same again.,sadness,sadness
221066,I felt disgusted when I found out that someone had betrayed me.  That person had been dishonest with me and I felt used.,disgust,disgust
221066,"After taking a difficult midterm for one of my classes, I felt  shame for not studying as much as I should have. I was ashamed of  the results of the midterm.",shame,shame
221066,"A close friend of mine was leaving for graduate school out of  state. I had arranged to gather some people together the day  before he left to be with him and have a good time, but I didn't  pay as much attention to him as I should have.",guilt,sadness
221067,I spoke with a friend on the phone who I haven't seen in many  years. It was a joyful event to talk to him.,joy,joy
221067,I was on this amusement park ride at Marriots Great America. It  went way up in the air and then around and around. Heights are  not my favorite spots in life.,fear,sadness
221067,"I typed up a letter for this physician at work. She didn't care  for my style, even though she was not using correct English. I  told her it was her letter and we would do it her way.",anger,anger
221067,"Recently, my sister-in-law's horse was poisoned by a plant and  died. The horse was very obedient and exceptional with children.",sadness,sadness
221067,"I was disgusted at the behavior of these boys I work with in the  scouting program. They showed a lack of interest, unrest, and at  times just plain rude behavior.",disgust,disgust
221067,I had a test in the class and I had not adequately prepared  myself. I didn't fare so well on the exam and I felt bad about  it.,shame,sadness
221067,"I was supposed to have done some things for my mother, but just  plain didn't get around to it.",guilt,sadness
221068,My old boyfriend - yes the same one - asked me out. We had a good  time. Then he asked me out the following week. He actually took  interest.,joy,joy
221068,"I was physically assaulted and sexually abused about a year ago.  Just the feeling that I might not get away intact, or even alive,  produced fear.",fear,fear
221068,My boyfriend breaking up with me about 7 months after I had an  abortion. Just the fact that he was ignoring me and continued to  do so.,anger,sadness
221068,"My nephew's mother just left one day (my brother and she were  not married). My nephew, Anthony, was shaken. I was sad for him  because a similar situation happened to me.",sadness,sadness
221068,My friends and I were sitting at a restaurant. We were talking  and a few of them said awful things about women. I became  disgusted by their narrow-mindedness.,disgust,disgust
221068,I had found out that I was pregnant. I talked it over with my  boyfriend and he was unsupportive - yet encouraged an abortion -  I did.,guilt,sadness
221070,When I got accepted to CAL.,joy,joy
221070,My apartment has had three robberies in the last month. The guy  upstairs just got robbed making it the fourth.,fear,fear
221070,"When my roommate's boyfriend assaulted me. He was threatening me,  calling me names and pushing me around.",anger,fear
221070,I was going to go on a vacation to Texas this summer but was  unable to go because of registration.,sadness,sadness
221070,I didn't do very well on a midterm and I'm disgusted with myself  because I was prepared and thought I did well.,disgust,disgust
221070,When I dated my friend's boyfriend after they had broken up.,shame,sadness
221070,"A friend was going to come stay the weekend with me, but  something came up and I cancelled out on him.",guilt,sadness
221071,"After being depressed because of a very bad relationship, my  first love called me and told me that he would always care for me  no matter what I did.",joy,joy
221071,"When my exboyfriend threw me around the dorms because I was  talking on the phone to another guy of whom he was jealous,  after we had an argument in which I thought we broke up.",fear,sadness
